Hedging_Error
0.0244244
0.130251
0.353311
-0.111671
-0.564984
0.601427
-0.513931
-0.21485
0.160324
-0.349686
0.0200408
0.398586
-0.0151846
0.466149
0.258743
-1.2957
0.452347
0.509925
-0.41948
0.228786
0.00164034
0.285139
-0.0707517
-0.133532
0.287999
0.430825
0.0739101
0.521566
-0.0188832
0.44895
0.430122
0.0253806
-0.314742
0.145966
0.575376
-0.393429
0.729418
0.120175
0.248082
-0.410967
1.79118
-0.302878
-0.116569
0.306408
0.43481
0.505225
0.803591
-0.492717
0.431973
-0.152127
0.468027
0.0714492
-0.0846009
-0.508501
-0.110356
-0.429002
0.246191
0.111862
-0.0599107
-0.0999552
0.552495
0.596545
-0.385343
0.126948
0.235439
0.511653
0.185345
-0.0228204
0.679271
-0.0100267
0.150533
-0.370411
-0.151577
-0.0126024
0.33885
0.243915
0.0812657
0.562218
0.237983
0.124457
0.610871
-0.972167
0.142179
-0.282547
1.41279
-0.0610045
-0.0310643
-0.0876472
0.326834
-0.15338
0.0348209
-0.0120081
0.235036
0.435624
0.376435
0.585807
0.234777
-0.237417
-0.0771371
0.530269
-0.181778
0.0234781
0.314377
-0.0740281
-0.277191
0.128859
-0.0517252
-0.0543342
0.187863
0.473683
0.651248
0.108832
-0.165627
0.287552
0.212555
-0.322335
0.214515
0.597514
0.160931
0.365044
-0.306036
-0.216581
-0.144277
-0.407963
0.140289
-0.806902
-0.680939
0.650922
0.298864
0.660786
-0.640324
-0.14184
0.139716
-0.74887
0.01553
1.30967
-0.233985
-0.00966923
-0.398767
-0.255567
0.0524673
0.160986
-0.116336
0.0372511
-0.366372
-0.401041
-0.218789
-0.480748
0.185203
0.138567
0.0900924
0.890051
-0.158261
0.175292
0.51411
-0.336847
0.688852
-0.379519
-0.451319
0.741788
0.0250925
0.220448
-0.426229
0.76256
-0.344949
0.24944
0.000236487
0.233631
0.0726659
-0.234693
0.458492
0.198046
-0.442268
-0.505424
0.0826721
-0.0369544
0.667905
1.14622
1.62977
-0.0325198
-0.220299
-0.387053
0.173087
0.12276
-0.384496
0.31289
0.375513
-0.600823
-0.270631
-1.0071
-0.732301
-0.647453
-0.336958
-0.383518
0.627375
-1.0531
-0.358299
-0.164382
-0.619261
0.247967
0.45751
0.6867
0.839407
0.499296
-0.0824246
1.04154
0.207415
0.255428
-0.346539
0.472925
0.166284
-0.627443
0.225584
-0.398635
0.0117487
0.385662
0.0318351
0.320372
0.461524
0.248749
-0.197738
-0.0134691
-0.377658
0.126525
0.946281
-0.414214
0.0961793
-0.100782
0.451859
-0.786311
0.086438
-0.492544
0.691209
-0.251646
-0.116078
-0.120783
-0.133459
0.554411
-0.0741475
-0.443075
-0.444574
-0.309805
0.959349
-0.102581
0.0398862
1.00351
-1.65452
0.0554065
-0.183835
0.50836
0.418812
-0.260609
-0.32367
0.889342
0.512941
0.605015
0.98711
0.391428
0.361826
0.356814
-1.19368
1.83399
1.41814
-0.109743
0.0417438
-0.266013
0.424496
-0.46714
-0.292604
-0.133535
0.6094
1.06867
0.0532338
0.294086
0.857421
0.875631
0.0113492
-1.05968
-0.0194174
0.207859
-0.52124
-0.494328
-1.23628
-0.429467
-0.56469
0.226209
-0.387688
-0.279524
0.383322
1.26473
-0.00854805
-0.00345505
0.107962
-1.97603
-0.402145
0.305668
0.00512065
-0.880135
-0.151849
0.072504
-0.691664
0.0724926
0.12263
1.25448
-0.219131
0.144071
-0.852302
-0.0561384
-0.0608181
-1.34643
0.0800068
-0.196912
0.139806
-0.740772
0.418575
0.0784582
-0.43786
0.332095
0.124216
-0.199412
0.18491
0.593779
-0.455607
-0.146079
0.0246624
-0.966092
0.915931
-1.83769
-0.110815
0.809779
-0.641567
-0.0729192
-1.49429
0.0447076
-0.718897
-0.206248
-0.326867
0.018618
0.041199
-0.771333
-0.564858
-0.24805
-0.51085
0.145249
0.893935
0.603512
-0.54235
1.05456
0.322115
1.51053
0.570318
-0.744703
0.657799
0.234341
-1.14242
0.199924
0.298949
0.370949
0.426245
0.251213
0.156159
1.68864
0.0776575
-0.744788
0.155516
-0.319826
0.206216
-1.04963
0.853697
-0.394143
0.253328
0.305159
-0.0634972
-0.353855
-0.602258
0.764851
-0.00517365
0.889758
-0.0208055
0.475512
0.129355
0.554779
-0.817013
0.300685
0.0668077
-0.768216
-1.00021
0.133798
0.102229
-0.436233
-0.749879
0.212881
0.23896
1.26152
0.266882
0.258508
1.85999
0.502464
0.121723
1.62465
0.0256563
-0.682283
-0.4634
0.757866
-0.781411
0.527826
0.20602
0.260589
-0.181062
0.891709
-0.247619
-0.188062
0.182061
-0.689392
-0.891406
0.372469
-0.296503
-0.405799
-0.830723
-0.474801
0.0147236
-0.329992
-0.193583
0.233468
-0.638114
-0.192143
-0.299334
-0.0755861
0.408946
-0.40313
0.44611
0.265348
-1.06697
0.045907
0.626942
-0.231983
0.066115
0.251167
-0.0889423
0.0619029
0.451038
-0.259798
0.220996
-0.256033
0.0345526
0.250641
0.439599
-0.122475
-0.296223
-0.296926
-0.44322
0.451589
-0.381256
0.963614
0.225865
-1.12796
0.410867
-0.28314
0.327017
0.410713
0.639202
-0.0450871
-0.329939
-0.864047
0.49531
0.0600626
-1.42555
-0.428442
0.425527
-0.0369333
0.110398
0.128331
-0.0997562
-0.42838
-0.145688
-0.25473
-0.0320933
-0.134627
0.0959245
-0.150508
0.108749
0.462875
0.178344
-0.372956
0.547806
-0.0164987
-0.213162
-0.393374
0.0336779
0.405283
-1.22416
-0.225548
-0.256715
-0.0242819
-0.180745
-0.140444
-0.259108
-0.769269
-0.178785
-1.02994
-0.261108
0.555786
0.133112
0.61306
-0.182693
-0.193195
0.0839804
0.0016363
-0.139914
0.0622038
-0.899945
-0.346489
-0.371576
0.352276
-0.172537
1.1854
-0.265787
0.117072
0.152128
-0.241504
0.918539
0.158255
-0.0817885
0.144056
0.168313
-0.251072
0.309648
-0.10267
0.942105
-1.67624
-0.541382
-0.331844
-1.02879
-0.256132
0.331087
-0.325884
0.26843
0.273841
-0.215104
-1.07543
-0.43801
-2.11811
-0.119689
-0.430548
0.060763
-0.12999
0.0867114
-0.368278
0.0646923
0.659322
0.430155
-0.11701
-1.12888
0.427144
-0.967298
-0.092911
-0.762221
-0.101583
-0.18013
-0.068052
-0.395522
0.486633
0.267274
-0.39228
0.0546544
-0.911591
-0.211848
-0.0355156
0.187146
0.0659106
-0.46263
-0.197487
-0.187748
0.808482
0.940618
0.0082807
-0.17592
0.0194691
0.619008
-0.162395
0.763475
0.181456
0.468274
0.532744
0.469816
0.0165916
0.45834
-0.0362881
0.946898
-0.3723
0.713907
0.0126352
-0.0406472
0.388677
0.0309242
-0.789882
0.0868414
0.0458496
-0.0670776
0.186125
0.24975
0.139728
-1.04296
-0.045092
0.323322
1.03725
0.381996
-0.191031
1.10922
-0.258539
0.301339
0.323062
-0.944444
0.183446
0.313168
-1.00966
-0.0528598
-0.258193
0.325661
-0.139494
0.69396
0.643568
0.118428
-1.4258
-0.179025
0.427649
1.03032
-0.206168
0.102209
0.730893
-0.38029
0.327268
0.137404
-0.31707
1.28178
0.467188
0.0862584
0.419864
0.200958
0.0987819
-0.603424
0.0602666
0.445045
0.123664
0.144248
-0.207072
0.829829
-0.288229
0.998265
-0.418339
-0.459932
-0.511514
-0.362571
0.708106
-0.298152
0.222618
-0.640761
-0.265792
0.575007
0.170655
-0.542691
-0.167359
-0.414277
0.519539
-0.787513
0.103859
0.516871
-0.459279
0.535678
0.448665
0.473046
0.00821594
0.245728
-0.348753
0.00396252
-0.227309
-0.293727
0.137565
0.28209
-0.0236331
-0.445098
-0.482872
0.310787
-0.0783104
-0.535075
-0.301769
0.151619
-0.0988969
0.410293
0.122933
-0.19842
-0.898579
0.000930111
-0.318266
0.664159
0.0562034
0.1614
-0.530994
0.412684
0.827768
0.260472
-0.154429
-0.0694043
-0.756923
-0.844063
-0.0602792
-0.595945
1.1248
-0.495078
-0.830216
0.399605
-0.164898
-0.47868
0.389813
-0.0541841
-0.128164
0.105047
0.192903
0.626377
0.430136
-0.432758
0.316961
0.104233
-0.621975
-0.106591
0.0661251
0.213469
0.252547
-1.26356
-0.516232
-0.232138
0.271362
0.455344
-0.0325733
-0.429182
0.0247815
0.00415744
0.935298
-0.574851
0.207034
-0.108583
0.0720203
-0.102178
-0.195541
-0.169946
0.829849
-0.591544
0.336408
0.519912
0.121403
-0.131606
0.272424
0.79159
-0.00472742
-0.282994
-0.42234
1.17175
-0.571751
-2.25336
0.395951
0.342076
0.700169
-0.146653
-0.165387
0.315444
0.24
