Hedging_Error
-0.242137
-0.875719
-0.291405
0.0103382
-0.115479
-0.190566
0.213805
0.146812
0.0958109
-0.859271
-0.291238
-0.0894174
-0.0666607
1.59328
0.407269
0.377593
-0.295676
-0.809362
0.522685
0.208833
0.408929
1.00011
0.0631624
0.302497
0.198153
-0.307841
0.264347
0.341409
0.35298
-0.309061
-0.0803675
-0.339509
-0.249814
-0.273297
0.690903
0.997829
0.0813916
-0.565521
-0.210906
-0.166035
-0.683764
-0.331389
-0.24313
0.502197
-1.3148
-0.000183219
-0.275781
-0.201682
-0.366091
-0.00872517
-2.15142
-0.568674
-0.0375318
0.396302
0.24678
0.46417
-0.0769095
-0.104124
-0.0227194
0.791503
-0.923002
0.344464
0.0166199
0.0480522
0.0706957
0.181576
0.144922
-0.0515807
0.44298
-0.0106982
-0.132282
-0.239743
-0.574759
0.0743985
0.230855
-0.289323
-0.11835
0.210738
-0.0349943
0.643751
0.954609
0.672716
-0.379512
0.570962
-0.814597
-0.949304
0.550936
0.0743239
0.904063
-0.231365
0.852122
-0.0321378
-0.0961149
-0.143403
0.0717813
-0.661884
0.120573
-0.989879
-0.077292
0.38322
0.0973584
0.884656
-0.11051
-0.470623
-0.760389
-0.0554057
0.940026
-0.488407
0.257505
0.180031
-0.220305
-0.218954
0.412558
-0.266997
-0.401851
-0.0331971
-0.527814
0.396172
1.01916
-0.428682
-0.21463
-0.762113
-0.420958
-0.168796
-0.568999
-1.64468
0.331292
-0.0198398
-0.767699
-0.398742
0.231715
0.669649
0.668365
0.0553015
0.35983
-0.388359
1.50326
-0.803656
0.0918325
-0.0915098
-0.239002
0.476706
-0.167033
-1.279
0.33025
-0.0482018
-0.816343
0.0510861
0.501067
0.810418
-0.102254
-0.399357
-0.227956
-0.157407
-0.297173
-0.0555389
-0.683404
-0.0564829
-0.254649
0.266467
0.0340806
-0.0470519
0.986922
0.216047
0.719136
0.0722111
0.570852
-0.0246204
0.615221
-1.28244
-0.532683
-0.399314
-0.270202
-1.88716
0.70685
-0.433629
-0.236812
-1.361
0.524063
0.401665
-0.314521
-0.157649
-0.534881
0.2429
-0.522772
0.218507
-0.322579
0.448723
-0.599861
-0.434341
-0.533417
-0.488792
0.393409
0.0710839
-1.42989
-0.0129786
0.264744
-0.307386
-0.434387
-1.05701
0.663865
-0.213912
0.345035
-0.0738892
-0.0527854
-1.24171
0.734638
0.268839
0.177283
0.345289
0.625877
-1.5942
-0.14305
0.891596
0.174707
0.320663
-0.155603
-0.219645
0.044724
0.799536
0.0849346
0.0915532
-0.570992
-0.181394
-0.803118
-0.288261
0.0818526
0.46287
-0.0392166
-0.435371
-0.508584
0.0501877
-0.347374
-0.117886
0.200768
