Option_Path,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.39168,4.39344,4.76678,4.69094,5.23589,4.92917,4.18744,3.2252,2.80985,3.39139,3.64379,4.15409,4.20555,3.5458,4.40907,4.31776,4.34574,3.74482,4.4626,5.33601,4.0432,4.68638,5.15206,5.14124,5.11711,4.08374,3.6452,4.94601,4.80177,3.9601,5.27482,6.62542,6.9332,7.16203,7.70607,6.75623,5.30125,5.15061,5.10156,6.32784,5.60146,5.56222,5.22508,4.16105,3.57316,3.22183,3.36657,2.72532,1.80965,2.3143,1.93267,2.34245,2.68887,2.44623,3.3963,4.42941,3.41093,2.55457,3.51078,2.85155,3.11272,2.68788,2.41632,2.28263,1.73341,1.13908,0.776112,0.80411,0.682977,0.776587,0.69121,0.541323,0.258945,0.44195,0.37494,0.269668,0.148792,0.291718,0.66657,0.610567,0.749281,0.608355,0.803769,0.746408,0.71669,0.264994,0.0964914,0.019043,0.00923152,0.0242597,0.0251673,0.0032025,0.00937767,0.00624443,0.004478,0.0785739,0.267756,1.27833,0.399807,0
4.39168,5.04772,5.58751,4.50986,4.21356,3.85595,3.55948,4.5869,3.99911,3.68285,4.00453,4.53831,5.03482,3.91518,5.03947,5.72477,4.98783,5.2451,4.36904,4.83196,5.13309,4.5406,4.53298,6.34303,5.42841,6.13927,4.69066,4.21951,3.83267,3.76685,4.31317,4.78631,4.58798,3.64024,3.59861,3.91405,4.28765,4.01308,3.35748,4.94579,4.61482,3.93247,3.41951,3.34316,3.35787,3.43306,3.17514,3.05158,3.15736,2.28421,2.16496,3.0084,3.09404,3.2515,2.26916,2.1794,1.85959,1.6419,1.53616,1.41545,0.961372,0.512134,0.415785,0.361674,0.659416,1.06929,1.30441,1.2701,1.2315,1.60523,1.45656,1.55748,1.33332,0.998668,0.696941,0.745398,1.39613,1.07874,0.774064,1.2192,0.982353,0.597659,1.27196,2.32655,1.75398,0.948993,0.994391,0.897772,0.51601,0.153324,0.229799,0.126596,0.082368,0.131228,0.0316048,0.0692187,0.12351,0.126217,0.0925623,2.03316
4.39168,4.26491,3.68647,3.46911,2.23422,3.16222,2.48555,1.9474,2.16925,1.8418,1.57314,1.67493,1.64027,1.55595,2.0525,1.55444,2.11215,2.71666,2.67764,3.24356,2.64066,2.63793,2.52307,3.25636,2.88032,3.72382,2.1865,2.35489,2.75705,2.17855,1.69264,1.36167,1.49891,1.63275,1.4491,1.25866,1.23846,1.63964,1.82163,2.40353,2.16377,2.54032,1.98905,1.98457,1.26438,1.51799,1.24314,1.02884,1.20143,0.928847,0.773093,1.07773,0.987899,0.464051,0.345399,0.236133,0.291593,0.301982,0.367239,0.346766,0.178721,0.2812,0.398869,0.603821,0.704327,1.0017,1.31466,1.26122,1.5826,0.755814,1.30197,2.44231,2.38599,2.92745,2.23777,1.82929,3.30757,2.94503,2.08324,1.18938,2.77918,2.95282,2.98552,1.3384,0.522649,0.777363,0.537027,0.672255,0.356353,0.22814,0.293031,0.357009,0.61751,0.337163,0.571246,0.795416,0.85029,0.841229,0.865231,0
4.39168,5.28552,5.49453,5.14859,5.32662,5.7378,5.03898,5.24292,5.43584,4.57266,4.11438,3.69119,3.44376,3.31101,3.93504,3.95468,3.79792,4.76271,4.84436,6.28503,5.58471,5.26073,5.32219,5.77468,7.342,8.07437,7.01859,7.50789,7.28206,6.23237,6.05063,7.56327,9.07221,7.92271,7.35925,6.63585,4.6252,5.05525,5.10645,5.91629,7.16373,6.09492,7.82505,6.65762,7.73897,7.71732,5.47561,5.49155,6.38845,7.10349,6.97201,7.63211,8.60453,6.9251,7.12452,6.67119,6.27334,6.07359,5.44376,5.7382,6.47061,5.56318,4.31447,3.47449,3.24056,3.01864,2.55449,4.00685,4.86187,6.17346,4.56116,3.74023,4.04232,5.04098,5.27346,5.6219,5.08184,4.03045,3.17099,4.05136,3.77158,4.06505,4.04183,2.72908,2.01973,2.9439,1.81141,1.44463,1.74269,1.70098,1.06098,0.865539,0.369929,0.616695,1.27145,4.27942,3.51727,1.68187,1.9628,4.12793
4.39168,3.58965,4.39801,3.48071,2.95251,2.95098,3.34723,4.04061,3.42862,3.4138,2.51954,2.32368,1.51842,1.59729,1.86656,2.11292,1.61064,1.2323,1.03197,1.09537,1.02676,1.05981,1.00442,1.56164,1.09382,1.10285,0.924483,1.41406,1.55926,1.9042,1.69731,2.15301,2.09058,2.43401,2.18026,2.42504,1.65462,1.43606,1.55752,1.33635,1.3238,1.19361,1.83675,1.91827,2.2293,2.66456,2.51704,2.13582,1.95431,2.17702,1.96489,2.57429,2.48843,2.63891,3.09636,3.0389,3.07991,2.36785,1.29684,1.99061,2.23668,1.78215,1.38247,1.42209,0.959832,1.15725,0.823849,1.01003,1.14756,1.41352,1.71094,2.82399,1.69149,2.06949,2.64922,1.74523,1.81519,1.73999,2.3179,2.49593,3.10886,2.41696,1.94766,1.61345,1.51523,1.49811,1.17992,0.427179,0.576464,0.925146,1.14647,0.864908,0.18648,0.0716908,0.062235,0.415377,0.0763159,0.00031131,6.06E-08,0
4.39168,4.22068,3.45875,3.55642,4.48548,3.9741,3.15366,3.73824,3.74712,5.05916,3.94857,3.89567,4.52345,3.69019,4.47585,3.66561,3.78154,3.52905,2.97919,3.40916,3.11041,3.57017,2.85419,2.68105,2.92872,2.69295,2.06335,2.29721,1.87887,1.16607,0.837005,0.796873,1.30298,1.88163,1.44178,0.944321,0.890078,0.803357,0.851542,0.655273,0.788132,0.542853,0.376088,0.372131,0.310646,0.166496,0.0818121,0.0731554,0.0855914,0.0707813,0.102776,0.131496,0.24902,0.336563,0.195541,0.198842,0.232436,0.1483,0.167477,0.119781,0.127114,0.0860112,0.0700325,0.0554489,0.0507052,0.0429718,0.0357206,0.0562803,0.0255414,0.0107972,0.00921869,0.00337703,0.00287253,0.000487561,0.000113807,0.000209017,0.000146677,6.20E-05,9.86E-05,0.000218594,4.48E-05,0.000164422,7.81E-05,8.42E-06,1.10E-06,7.24E-07,2.97E-07,3.98E-07,2.07E-06,2.33E-07,1.18E-07,3.17E-08,9.82E-09,1.15E-10,2.20E-11,7.43E-15,2.23E-17,1.82E-31,5.08E-69,0
4.39168,3.96819,3.12978,2.61224,2.69078,1.96942,1.93364,1.98196,2.20787,1.86527,1.83941,2.49148,2.85003,2.40759,2.75789,2.62116,1.91625,1.75719,1.99252,2.06039,2.12555,1.90029,1.60678,1.49149,1.13903,1.31826,1.44528,1.5971,1.29742,1.49364,1.15211,1.04154,0.685406,0.555321,0.747631,0.703959,0.475239,0.312761,0.159007,0.0986585,0.136797,0.161107,0.16773,0.216466,0.202564,0.225211,0.161761,0.141665,0.0794112,0.070166,0.0705267,0.0638346,0.0591783,0.0852471,0.093585,0.0427259,0.0298359,0.0248137,0.0210832,0.0123789,0.0126601,0.0118696,0.0251657,0.0321944,0.0244231,0.0149662,0.0273497,0.0266434,0.0139498,0.0286461,0.0119185,0.0379046,0.0313601,0.0141574,0.0106793,0.0145,0.0158634,0.0189643,0.00865758,0.00754703,0.0160794,0.0179131,0.0470666,0.0335699,0.0381691,0.0177166,0.00409326,0.00312342,0.00168833,0.00047313,0.00389576,0.00205059,0.00745202,0.00811353,0.000641797,0.000257763,1.41E-05,1.68E-07,1.27E-16,0
4.39168,4.382,3.31184,1.9036,1.67103,1.78467,2.57753,2.6472,2.51163,2.50524,2.75649,3.24132,2.67238,2.87043,3.19327,3.50573,3.65252,4.28163,4.70134,4.90588,4.19985,4.70363,4.68749,3.82911,3.79546,4.07423,4.76399,4.36961,4.7858,4.29447,2.80945,3.32036,3.1338,4.09096,4.2994,4.50993,3.02244,3.09109,3.20727,2.80691,2.59545,2.30055,2.12074,1.77687,2.19337,2.23445,2.69679,2.27829,2.79305,1.97491,1.91795,2.13271,2.40092,3.09848,2.34377,2.68376,3.08006,1.85523,2.18391,1.54771,1.34894,1.71322,1.66898,1.70273,1.21101,1.3015,0.980105,0.828039,1.21957,0.716781,0.813203,0.7383,0.877433,0.421957,0.365853,0.415621,0.595557,0.69908,0.532442,0.184922,0.134747,0.191595,0.0785113,0.0482702,0.0132186,0.00833665,0.00744666,0.0144302,0.0267435,0.00789498,0.00121171,0.000350167,1.84E-05,2.57E-05,2.72E-05,1.32E-08,6.05E-13,3.29E-15,2.51E-29,0
4.39168,3.87653,3.44881,3.15546,2.96456,3.55931,2.8373,3.79274,3.81219,3.30949,3.36516,3.17849,3.12917,2.31482,3.4787,3.92375,4.48053,4.50412,4.53299,4.00333,3.87681,3.38388,2.07167,2.05232,2.34608,3.00717,3.09376,3.5238,3.83496,3.6065,4.48152,5.37771,5.41912,4.55764,5.93036,5.17029,4.81779,4.59782,3.9261,4.96466,4.9523,5.58683,4.78368,4.8388,3.94922,3.26819,2.7947,3.46245,4.3367,5.18583,6.22449,6.25911,8.52587,9.46043,11.4742,12.8363,14.581,15.6119,14.9478,11.7184,12.2631,8.19606,7.87768,6.35416,6.29312,5.80429,5.16867,4.89831,4.19548,3.81209,2.7086,2.18598,2.30412,1.97265,2.16097,1.85995,1.88908,1.58906,1.00859,1.54174,1.78175,1.51389,0.539739,0.456475,0.5511,0.35909,0.345645,0.164173,0.355631,0.227671,0.0403865,0.0575065,0.0118799,0.000906786,0.000277841,0.00108649,0.000509875,1.00E-06,2.65E-17,0
4.39168,5.48733,6.21331,6.94947,6.65873,5.43708,4.24961,5.26012,6.7534,6.33019,6.6603,6.54713,4.91426,5.22785,5.80813,3.99272,3.93822,3.65445,3.27489,3.81408,3.81913,3.60819,3.08344,3.45775,5.03158,4.37785,4.22574,4.7143,4.21189,4.10213,3.91181,5.37965,3.96796,3.93662,4.63761,4.89808,4.00374,3.76629,4.49917,3.65515,3.10797,2.97645,1.92277,1.63963,1.74974,2.40498,2.11741,2.5672,2.41711,3.19712,3.71677,2.93469,2.26819,1.53521,1.09685,0.764513,0.623877,0.366149,0.300675,0.290676,0.267093,0.274968,0.320798,0.369365,0.222836,0.248713,0.251613,0.434631,0.536247,0.45847,0.947602,0.890957,0.967185,0.779385,1.15508,1.14079,1.32339,1.15418,1.80548,1.39898,0.777247,1.31459,1.82976,2.15953,3.54902,6.11223,8.15204,7.06927,7.07902,4.69595,4.55248,4.81592,2.98723,3.13706,2.85821,2.15729,1.17661,1.60551,0.0655696,0
